Gene Name	Gene ID	Protein ID(s)	Description	set1_Amount PSMs	set2_Amount PSMs	set1_Amount Peptides	set2_Amount Peptides	set1_Amount Unique peptides	set2_Amount Unique peptides	set1_q-value	set2_q-value	set1_MS1 precursor area	set2_MS1 precursor area	1_set1_tmt16plex_126	2_set1_tmt16plex_127N	3_set1_tmt16plex_127C	4_set1_tmt16plex_128N	5_set1_tmt16plex_128C	6_set1_tmt16plex_129N	IS_set1_tmt16plex_129C	HC2_set1_tmt16plex_130N	HC3_set1_tmt16plex_130C	HC4_set1_tmt16plex_131N	IS_set1_tmt16plex_131C	17_set1_tmt16plex_132N	18_set1_tmt16plex_132C	19_set1_tmt16plex_133N	20_set1_tmt16plex_133C	IS_set1_tmt16plex_134N	IS_set2_tmt16plex_126	7_set2_tmt16plex_127N	8_set2_tmt16plex_127C	9_set2_tmt16plex_128N	10_set2_tmt16plex_128C	11_set2_tmt16plex_129N	12_set2_tmt16plex_129C	13_set2_tmt16plex_130N	14_set2_tmt16plex_130C	15_set2_tmt16plex_131N	16_set2_tmt16plex_131C	IS_set2_tmt16plex_132N	HC5_set2_tmt16plex_132C	HC6_set2_tmt16plex_133N	HC7_set2_tmt16plex_133C	HC9_set2_tmt16plex_134N	set1_Amount fully quanted PSMs	set1_tmt16plex_126 - Amount quanted PSMs	set1_tmt16plex_127N - Amount quanted PSMs	set1_tmt16plex_127C - Amount quanted PSMs	set1_tmt16plex_128N - Amount quanted PSMs	set1_tmt16plex_128C - Amount quanted PSMs	set1_tmt16plex_129N - Amount quanted PSMs	set1_tmt16plex_129C - Amount quanted PSMs	set1_tmt16plex_130N - Amount quanted PSMs	set1_tmt16plex_130C - Amount quanted PSMs	set1_tmt16plex_131N - Amount quanted PSMs	set1_tmt16plex_131C - Amount quanted PSMs	set1_tmt16plex_132N - Amount quanted PSMs	set1_tmt16plex_132C - Amount quanted PSMs	set1_tmt16plex_133N - Amount quanted PSMs	set1_tmt16plex_133C - Amount quanted PSMs	set1_tmt16plex_134N - Amount quanted PSMs	set2_Amount fully quanted PSMs	set2_tmt16plex_126 - Amount quanted PSMs	set2_tmt16plex_127N - Amount quanted PSMs	set2_tmt16plex_127C - Amount quanted PSMs	set2_tmt16plex_128N - Amount quanted PSMs	set2_tmt16plex_128C - Amount quanted PSMs	set2_tmt16plex_129N - Amount quanted PSMs	set2_tmt16plex_129C - Amount quanted PSMs	set2_tmt16plex_130N - Amount quanted PSMs	set2_tmt16plex_130C - Amount quanted PSMs	set2_tmt16plex_131N - Amount quanted PSMs	set2_tmt16plex_131C - Amount quanted PSMs	set2_tmt16plex_132N - Amount quanted PSMs	set2_tmt16plex_132C - Amount quanted PSMs	set2_tmt16plex_133N - Amount quanted PSMs	set2_tmt16plex_133C - Amount quanted PSMs	set2_tmt16plex_134N - Amount quanted PSMs
ERBB3	ENSG00000065361.17	ENSP00000495453.1;ENSP00000448636.1;ENSP00000449138.1;ENSP00000507402.1;ENSP00000415753.2;ENSP00000267101.4;ENSP00000448671.1;ENSP00000448483.1;ENSP00000447510.1;ENSP00000508051.1;ENSP00000408340.2;ENSP00000506822.1;ENSP00000482073.1;ENSP00000448946.2;ENSP00000448729.1	erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]	NA	2	NA	2	NA	2	NA	0.0	NA	374961886.9550781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0276542105331306	-0.0905433474607307	0.167686423393808	-0.0358521331906072	0.0623863888187355	0.128331877156649	0.129002444462289	0.00380234545549918	0.244575310959933	0.0896193973302992	0.00705042629500863	0.0276542105331288	0.000680263951030824	0.164693359372121	0.00419230203509358	-0.125025055992053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
TANGO2	ENSG00000183597.16	ENSP00000385662.1;ENSP00000413850.1;ENSP00000396182.3;ENSP00000402926.2;ENSP00000391262.2;ENSP00000389797.3;ENSP00000403645.2;ENSP00000381122.2;ENSP00000382706.3;ENSP00000415450.1;ENSP00000402966.1;ENSP00000332721.4;ENSP00000403432.1;ENSP00000384827.1;ENSP00000411602.1;ENSP00000395816.1	transport and golgi organization 2 homolog [Source:HGNC Symbol;Acc:HGNC:25439]	1	1	1	1	1	1	0.0	0.0	149547762.31689453	23461227.6875	-0.0984299159056032	-0.671536044912415	-0.0543502110963203	0.10415260849981	-0.285292224156101	0.0887404631965092	0.0219091583367437	1.51643368153912	-0.618602542089757	0.565429881594884	-0.0244234661280487	-0.237299587237242	0.189795869298703	-0.48089104317997	-0.388887708608886	0.00139159419354318	-0.040248312722742	-0.154638455531391	-0.0300578830327805	0.184556189240105	0.0767752333409675	0.370056329860802	0.102034741972908	-0.137040876080821	0.166925625874679	-0.104979651919543	-0.573908954246658	0.0402483127227367	-0.389704447930912	-0.055469283564495	-0.299372942912065	-0.0444614530924063	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HLA-B	ENSG00000206450.11	ENSP00000411954.1;ENSP00000352656.5;ENSP00000433363.1;ENSP00000491044.1;ENSP00000492398.1;ENSP00000398100.1;ENSP00000405365.2;ENSP00000435083.1;ENSP00000396397.1;ENSP00000491363.1;ENSP00000492186.1;ENSP00000392099.1;ENSP00000400842.2;ENSP00000436637.1;ENSP00000399675.1;ENSP00000491916.1;ENSP00000403471.1;ENSP00000405178.2;ENSP00000435817.1;ENSP00000416672.1;ENSP00000491837.1;ENSP00000492667.1;ENSP00000401443.1;ENSP00000388208.2;ENSP00000435221.1;ENSP00000392235.1;ENSP00000491976.1;ENSP00000399168.2;ENSP00000491275.1;ENSP00000405931.1	major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]	26	27	10	12	3	3	0.0	0.0	704477521.519694	1079774943.1843262	0.000808044327003543	-0.438471248540246	0.392685295603584	-0.17151190034604	0.0793490755695503	-0.223714765232418	0.0486851455661999	-0.284575045193263	-0.463682770050594	0.12061521260955	-0.0421802168991476	0.166451730362549	0.776648295074509	0.272086424552924	-0.302691926135848	0.00260806427148541	0.0152546589767297	-0.352718311275556	-0.248950658007759	-0.00823332874776384	0.0539984901252346	-0.619458939050116	-0.00209444389890479	0.771657987152508	-0.00347036637021247	-0.336888204681321	0.323813148227359	-0.0152546589767315	-0.438501404292275	-0.0213251506132508	-0.352688866154054	-0.0915653322755041	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
RNH1	ENSG00000276230.4	ENSP00000480036.1;ENSP00000479966.1;ENSP00000487753.1;ENSP00000488849.1;ENSP00000488547.1;ENSP00000487940.1;ENSP00000488734.1;ENSP00000479004.1;ENSP00000484572.1;ENSP00000488114.1;ENSP00000488555.1;ENSP00000488030.1;ENSP00000487751.1;ENSP00000488388.1;ENSP00000488337.1;ENSP00000478664.1;ENSP00000433999.1;ENSP00000380738.1;ENSP00000380739.2;ENSP00000346402.2;ENSP00000380729.3;ENSP00000436022.1;ENSP00000432170.1;ENSP00000435594.1;ENSP00000416589.2;ENSP00000348515.5;ENSP00000431201.1;ENSP00000433033.1;ENSP00000435748.1;ENSP00000435057.1;ENSP00000434947.1;ENSP00000435798.1;ENSP00000434971.1;ENSP00000432781.1	ribonuclease/angiogenin inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:10074]	5	8	5	7	5	7	0.0	0.0	1128024477.1681316	4282254891.9193625	-0.175468562369071	-0.0927113108729181	0.267397604186822	0.0495129094380466	0.0568979428997709	0.0653483843383258	-0.0295606797969192	0.0114600697018972	-0.148933268151474	-0.262203866312392	0.0254309826481247	-0.0610941621661389	0.0549726840969997	0.00573444429750225	0.0687819637844829	-0.00660040151043528	-0.00888628635916255	0.258286292224769	-0.108986665186792	-0.0386195555973394	0.199066566369243	0.273593528038974	0.18827594877394	-0.199104560942119	0.267923621218587	-0.236426109036413	0.218923850011856	0.00888628635916255	-0.361222644162822	-0.0109012188120392	-0.0973253519219757	-0.144044459031567	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8
MBD1	ENSG00000141644.18	ENSP00000466092.1;ENSP00000467606.1;ENSP00000372407.5;ENSP00000269469.5;ENSP00000467017.1;ENSP00000339546.5;ENSP00000468785.1;ENSP00000468042.1;ENSP00000467763.1;ENSP00000468430.1;ENSP00000466806.1;ENSP00000381508.2;ENSP00000405268.2;ENSP00000381506.1;ENSP00000381502.1;ENSP00000465923.1;ENSP00000466429.1;ENSP00000464823.1;ENSP00000269468.5;ENSP00000269471.5;ENSP00000285102.5	methyl-CpG binding domain protein 1 [Source:HGNC Symbol;Acc:HGNC:6916]	1	1	1	1	1	1	0.0	0.0	5779316.083984375	1516807.7318115234	0.0326161015112802	0.233887564373198	-0.0942628812825141	-0.0644158708386193	0.209245694990114	-0.110394084253163	0.18658433532118	0.489886706062139	0.0260573076077364	0.48611135914444	0.221523050013703	0.0375231705113972	0.150513319957466	0.154869858160195	-0.0415352341410902	-0.409230098932642	0.00484250938434982	-0.0324790269589155	0.716474184414189	0.209480902639712	0.354072449028648	-0.0605659364534521	-0.207256075571989	0.586386133402536	0.277640409990738	0.533039575637932	0.470711113621913	-0.00484250938434982	0.896644156994627	0.0890577361415357	0.000579660095571199	0.652709081191411	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PAM	ENSG00000145730.21	ENSP00000421569.1;ENSP00000508091.1;ENSP00000306100.8;ENSP00000403461.2;ENSP00000507038.1;ENSP00000396493.3;ENSP00000507752.1;ENSP00000507990.1;ENSP00000507172.1;ENSP00000507375.1;ENSP00000314638.3;ENSP00000420851.1;ENSP00000506915.1;ENSP00000506966.1;ENSP00000426448.1;ENSP00000421823.1;ENSP00000423611.1;ENSP00000423763.1;ENSP00000508378.1;ENSP00000302544.4;ENSP00000282992.3;ENSP00000369125.3;ENSP00000507524.1;ENSP00000424203.1;ENSP00000508313.1	peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:HGNC:8596]	10	12	8	11	8	11	0.0	0.0	1809754977.542155	2306862410.689453	-0.0780977949080652	0.0140949633283842	-0.167177944561631	-0.0290975514408771	0.0715269533605651	-0.167748181604888	-0.0257552833715433	0.525031763875238	0.0787987299982245	-0.0825723403173111	0.0495678371594224	0.136506607503096	-0.179260485734103	-0.0176112470182437	-0.0295890151344071	-0.0194234299064844	0.0325525282890595	-0.115379332433424	0.138298912766793	-0.0605794042250132	0.149984681124565	-0.16099251019874	0.306903793649706	-0.0496616782337291	-0.0194192377428433	-0.0279191300076569	-0.0487063782455044	-0.0325525282890577	0.162140380411552	0.215059216156922	0.174939257189763	0.4040980498569	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
CAT	ENSG00000121691.7	ENSP00000241052.4;ENSP00000497751.1	catalase [Source:HGNC Symbol;Acc:HGNC:1516]	41	45	23	27	23	27	0.0	0.0	7437737674.402466	26200506004.725464	-0.205485423839763	-0.0514013743135031	0.456556524898183	0.178119483382268	0.001104332270768	0.276429820427929	0.0116446390414371	-0.352920364414985	-0.671977810812585	-0.359277549641941	-0.00452306829111748	-0.286381278421187	0.390697453009339	0.418278216570716	0.0601140599147154	0.0149934167928594	0.000904868557901395	-0.271237594592602	-0.112426608219792	-0.219956690712419	0.238744842730497	0.338019393312418	0.292096887868666	0.0603832598895622	0.471812528580372	-0.343832498297722	0.421734277802244	-0.000904868557904948	-0.293769394047429	-0.365712190815959	-0.333450149782106	-0.299346684146585	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45
RCE1	ENSG00000173653.8	ENSP00000309163.3;ENSP00000436600.1;ENSP00000436300.1;ENSP00000435409.1	Ras converting CAAX endopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:13721]	1	NA	1	NA	1	NA	0.0	NA	3472668907.6171875	NA	-0.0654887829191235	0.118640281434921	0.0654695613017822	-0.0368878370825314	-0.0186365197551437	-0.00402185018863843	0.0442345970730322	0.125787854945674	0.0861122587410392	0.290539474808856	-0.0229746236387776	-0.00704914648868638	0.0612844359306282	0.176918468420343	0.227287722897648	-0.022382687032013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PGM2L1	ENSG00000165434.8	ENSP00000298198.4	phosphoglucomutase 2 like 1 [Source:HGNC Symbol;Acc:HGNC:20898]	1	NA	1	NA	1	NA	0.0	NA	89019434.83203125	NA	-0.206294445145344	0.0480106771352826	0.220228128928529	0.0325702161178718	-0.216170956553653	0.0477485351412055	0.184176574046756	0.0971913134401383	-0.0858768517668036	0.169940708961235	-0.107087763946993	-0.00322793111286401	0.189348285721253	-0.0485343349752689	0.091221528757762	-0.0782115236975196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S100A8	ENSG00000143546.10	ENSP00000357721.1;ENSP00000357722.3	S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]	22	30	9	7	9	7	0.0	0.0	13056874997.212137	51782626073.18042	-0.184223287828322	-0.093867748302074	0.216078912932502	0.640473843211165	-0.33394841010347	0.0141282377896141	-0.040626173122881	-1.17941195136748	-0.282458279335142	-0.629551176093102	-0.00225514802570359	-0.485203032676054	-0.489192457098457	-0.0290312687124725	0.158027626342315	0.0310307367861684	0.00869049652218479	0.192531381975531	-0.0739615487938039	0.176047050592974	-0.236600506501205	0.654070699825667	0.448625791996548	0.411137291449194	0.168334315809037	-0.390782871301365	0.116395369049048	-0.00869049652218301	-0.76682203804511	-1.15854931515508	-0.188997364963985	-0.889232999276144	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29
ANGPT1	ENSG00000154188.10	ENSP00000428340.1;ENSP00000297450.3;ENSP00000429349.1;ENSP00000430750.1;ENSP00000428908.1	angiopoietin 1 [Source:HGNC Symbol;Acc:HGNC:484]	7	7	5	5	5	5	0.0	0.0	993722737.6576132	1938093237.875	0.251975555016605	0.136264446197085	-0.278140303279031	0.000443872251345567	-0.0836055884022882	0.0865145355419772	0.057497368985306	0.171965254825135	0.103999350701319	-0.0565125916591587	-0.033138985787085	-0.225195843613808	-0.106709907864416	-0.0878175943502235	-0.333743646717432	0.0258652411485985	0.0165493924068478	-0.356027637812897	-0.270966717129962	-0.11189943134158	0.0326802070945185	-0.0569935505294161	-0.29056160517786	-0.0845071459935696	-0.272143662421843	0.408434438879059	-0.144331754523837	-0.0165493924068496	0.0937485756184024	0.170882939256618	0.120265417558485	0.373228625600557	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
WBP2	ENSG00000132471.12	ENSP00000254806.3;ENSP00000486675.1;ENSP00000467583.1;ENSP00000467579.1;ENSP00000466999.1;ENSP00000466450.1;ENSP00000464782.1;ENSP00000465052.1;ENSP00000415251.2;ENSP00000468793.1;ENSP00000464820.1;ENSP00000464768.1	WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738]	NA	1	NA	1	NA	1	NA	0.0	NA	2817734808.4296875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0245521727316351	-0.143355264347608	-0.112874874559608	0.371690886725837	0.0600873495983905	0.3684314249553	0.304587366587985	-0.351890114147974	0.0542249269873167	-0.129460800048861	-0.728463589739567	-0.0245521727316333	-0.311363364580409	-0.726246201970085	-0.409733028204172	-0.864838486979043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SEMA7A	ENSG00000288455.1	ENSP00000500448.1;ENSP00000500636.1;ENSP00000500204.1;ENSP00000261918.4;ENSP00000441493.1;ENSP00000438966.2	semaphorin 7A (John Milton Hagen blood group) [Source:HGNC Symbol;Acc:HGNC:10741]	4	5	4	5	4	5	0.0	0.0	5332660037.868266	694977901.7911377	-0.152878722765426	0.0700759629275307	-0.220297980094611	-0.193199553631174	0.102770564127871	-0.0350275073424502	-0.0145481537964347	-0.0682753808261509	0.167026360804656	0.00362645884214263	-0.00460362305605422	0.0609635518846536	0.0694301870825633	0.629282121359394	0.0608273774447525	0.00544518228335189	-0.0040774934036385	-0.0749696197962386	-0.186228023556309	-0.0461961738753374	0.233418736214766	-0.246606992738595	-0.0936653964054273	0.206132279775375	-0.00711405832120349	0.00286236282959607	0.0750622970343606	0.00407749340363317	0.129043423991808	0.120434600360539	-0.00142780211933768	0.2692523761248	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
MAN2A2	ENSG00000196547.15	ENSP00000453740.1;ENSP00000452691.1;ENSP00000453078.1;ENSP00000453999.1;ENSP00000452631.1;ENSP00000452948.1;ENSP00000453956.1;ENSP00000452897.3;ENSP00000453140.1;ENSP00000452866.1;ENSP00000452928.1;ENSP00000452813.1;ENSP00000453253.1;ENSP00000453341.1;ENSP00000453659.1;ENSP00000353655.3	mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]	11	13	11	12	10	11	0.0	0.0	764604752.6263021	1182086004.2167969	-0.18188215825747	0.106097928507369	-0.0277861708223703	-0.14877142578063	-0.0224977636146111	-0.0615170928665707	-0.0280564475459562	0.135495648837539	0.113474385465032	0.0825706449203736	-0.00995084520014622	0.427559161160907	0.0215839219939911	0.355235518849604	0.0953867485701281	0.0206263871453087	-0.0164939931876535	-0.110275065336789	-0.0425426029258826	-0.109518388391895	-0.0201552054350618	-0.318363644094836	-0.0185139602712283	-0.07457655521943	-0.0912433671422832	0.110141552078021	-0.182109495123417	0.0164939931876553	0.10938881581091	0.315926541049533	-0.00394112027124294	0.334911859649875	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
CHST3	ENSG00000122863.6	ENSP00000362207.4	carbohydrate sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:1971]	1	1	1	1	1	1	0.0	0.0	127869099.33789062	490435851.12438965	-0.0556251634036062	-0.112708906431093	0.103440160085777	-0.174725616626676	-0.224952505351028	0.104679728328581	-0.121714309513028	0.235836677804723	0.320614258099788	0.438680233889166	0.201223936707288	0.131915730071423	0.100325030401261	-0.0410892296615675	0.146114073685926	-0.0806323407920191	-0.017029258532709	-0.112608577105007	-0.185683229146786	-0.256661271064623	-0.0315332268005442	-0.285320087390676	0.0903697480223613	-0.100112028200634	0.00969072968624118	0.0913315290559105	-0.152688525660583	0.0170292585327037	0.163467855207337	0.23570461228751	0.137311777476697	0.297142992893157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MED30	ENSG00000164758.7	ENSP00000297347.3;ENSP00000431051.1	mediator complex subunit 30 [Source:HGNC Symbol;Acc:HGNC:23032]	3	2	1	1	1	1	0.0	0.0	16769940.55078125	1632140317.1072083	-0.446234273618661	0.330031186060944	-0.519066279487385	-0.010429998897143	-0.385294369226874	-0.0385786999731907	-0.0218135789040783	0.086266709108072	0.288537851242413	0.480748854887283	0.0363141508133964	-0.0401357723615607	0.0198430189934582	0.0626290902289011	0.165673307043139	0.00709949779837782	0.0261963080326151	-0.445110690918227	-0.762897894868884	-0.609076175944223	-0.927178375034739	-0.0563474407776532	0.167783955713716	-0.958271652358976	-0.680637292915195	0.43102713138626	-0.957788826557932	-0.0261963080326204	0.141354314064005	0.64330084665561	0.828470306421407	0.581569910485255	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ECI1	ENSG00000167969.13	ENSP00000301729.4;ENSP00000456319.1;ENSP00000457900.1;ENSP00000456565.1	enoyl-CoA delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:2703]	4	1	3	1	3	1	0.0	0.0	1007845013.0283203	390932589.6640625	-0.367382205856465	0.0141623225190255	-0.00685272985482577	-0.11497347663313	-0.192954961924134	0.518078126769676	-0.0225162876059137	-0.080339240740205	-0.0527922668010401	0.274296734610315	0.00520735651541138	-0.17734850243378	-0.169381373772201	0.0195410431726017	0.548289299792646	0.006131681179947	-0.00816750959296542	-0.436493570820872	-0.330208162600364	-0.201981037504947	-0.136683998450177	0.577646533067146	0.651042097763813	-0.13752335785567	-0.21145228543282	0.0909701646090575	0.0233343142396265	0.00816750959296364	-0.0123828500405807	0.0106008136055991	-0.207895721003432	-0.0700212839922898	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DHX9	ENSG00000135829.17	ENSP00000356520.3	DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750]	1	NA	1	NA	1	NA	0.0	NA	7623968.806152344	NA	-0.291544542189433	-0.233859512763729	-0.372843424651226	-0.535823442220153	-0.47994299459689	-0.0121813794129126	-0.0126401219778778	0.107795375277709	0.229121515484646	1.33292661999645	-0.00175923745478102	-0.136823466511263	-0.170361839030972	-0.302163056020166	-0.169222611523583	0.0132766458349005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DNM1	ENSG00000106976.21	ENSP00000362014.4;ENSP00000419225.1;ENSP00000345680.7;ENSP00000377219.3;ENSP00000486525.1;ENSP00000490285.1;ENSP00000420045.1;ENSP00000486437.1;ENSP00000487310.1;ENSP00000489096.1;ENSP00000489985.1;ENSP00000420808.3;ENSP00000490555.1;ENSP00000486770.1	dynamin 1 [Source:HGNC Symbol;Acc:HGNC:2972]	1	NA	1	NA	1	NA	0.0	NA	221455475.9296875	NA	-0.17586852500928	0.265117851381113	-0.213088854941056	-0.207642333219354	-0.214258828257154	-0.222474235288465	-8.62166894961547e-05	0.6266376761006	0.139868924303236	0.274736649379479	0.0681934474953003	0.199860309455588	0.254246780544112	-0.150865451155909	0.136518288861177	-0.069229944403566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GLOD4	ENSG00000167699.14	ENSP00000301329.6;ENSP00000301328.5;ENSP00000459446.1;ENSP00000460423.1;ENSP00000458849.1;ENSP00000461829.1;ENSP00000460634.1;ENSP00000458796.1;ENSP00000459557.1;ENSP00000461837.1;ENSP00000466922.1;ENSP00000486254.1;ENSP00000486778.1	glyoxalase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:14111]	3	1	3	1	3	1	0.0	0.0	423757000.8034261	144888786.57421875	0.125890763875633	-0.0484376900966943	0.659751944351173	0.46461208645966	-0.0721950990614628	0.0551833928834258	-0.0239406581384358	-0.256221153651166	-0.233345224593336	-0.264888655840339	0.0173969277738237	0.0683054494320317	0.0950185586070456	0.0186128669471515	0.138651268186081	0.00542101676685736	-0.0429577358056399	0.40324474479052	0.0168787913916955	0.228656211166292	0.252578322262156	-0.0405832327213282	0.37407949966995	0.182833719517255	0.440656096823677	-0.0881885518825278	0.20730633179387	0.0429577358056346	-0.21480327189431	-0.306368825292004	-0.0378066657131022	-0.7349530254629	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TMOD1	ENSG00000136842.14	ENSP00000259365.3;ENSP00000364318.1;ENSP00000378637.2	tropomodulin 1 [Source:HGNC Symbol;Acc:HGNC:11871]	NA	1	NA	1	NA	1	NA	0.0	NA	252919581.4765625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.010394507881422	-0.339981999483587	-0.099603542807511	-0.265994899470595	-0.343239878252188	-0.139579522842858	-0.137440693946804	-0.0116705959575683	-0.0742382298085147	0.221358127248983	0.028375144297037	-0.0103945078814238	-0.168239485448817	-0.201651180422363	0.0386376195607561	-0.0824107746520557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PGM1	ENSG00000079739.17	ENSP00000360125.3;ENSP00000497812.1;ENSP00000360124.4;ENSP00000443449.1	phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]	9	16	8	13	8	13	0.0	0.0	592794528.5188802	1182095788.233968	0.40803970695225	0.282073667174357	0.192851814156977	-0.0494179351241275	0.46004382268725	0.203984031096597	-0.0127465048059747	-0.399738083609815	-0.508903521731387	-0.215445002874677	0.00104849141339436	-0.30968040633676	-0.323637748113458	-0.0237335093795608	0.736504296433461	0.0232251125048011	0.0124005465114152	0.065551719580597	0.176564191858931	-0.242479453114658	0.060672552414708	0.54580268953492	-0.0748524726393995	0.0897511212887956	-0.0206128771445329	-0.128258058698885	0.338373327923667	-0.0124005465114188	-0.21754608608108	-0.0681732229635852	-0.144994768860975	-0.210329393997594	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16
LALBA	ENSG00000167531.6	ENSP00000301046.2;ENSP00000449780.1	lactalbumin alpha [Source:HGNC Symbol;Acc:HGNC:6480]	2	NA	2	NA	2	NA	0.0	NA	155199574.51171875	NA	-0.12698860121437	0.0279838342369985	-0.116629512382982	-0.443070911212562	-0.0150716203040515	0.0758307029248799	0.0216505427313365	0.480148520886051	0.0544634129957124	0.73215340268438	-0.0407311991149157	0.00185130125042221	0.159875999823488	0.289906725091758	0.0491148872757154	0.0179579427858245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRRC30	ENSG00000206422.3	ENSP00000372959.2	leucine rich repeat containing 30 [Source:HGNC Symbol;Acc:HGNC:30219]	1	NA	1	NA	1	NA	0.0	NA	2306282426.1132812	NA	0.0810988681417637	0.443246457509176	0.231935725497873	0.114306994783604	-0.209537102757163	-0.0946458316327172	0.120300731731248	-0.318393928913999	-0.608777204556519	-1.00969606475018	0.0702220906215061	0.217811911897602	0.0819718958968609	0.419688103274044	-0.0394722567362233	-0.191645535950509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
